Accession_number,Record_number,JCB_call_number,Image_title,Creator1,Creator1_dates,Creator1_role,Creator2,Creator2_dates,Creator2_role,Creator3,Creator3_dates,Creator3_role,Place_image_published,Image_publisher,Image_date,Languages,Description,Source_creator,Source_Title,Source_place_of_publication,Source_publisher,Source_date,notes,Time_Period,References,References_exhibitions,Provenance_Donor,Commentary,SubjectArea1,SubjectArea2,SubjectArea3,SubjectArea4,SubjectHeadings1,SubjectHeadings2,SubjectHeadings3,SubjectHeadings4,SubjectHeadings5,SubjectHeadings6,SubjectHeadings7,SubjectHeadings8
32896,32896-019,D748 W231v / 1-SIZE (copy 1),A View of the Commodores Tent at the Island of Juan Fernandes.,J. Mason,,sculp.,,,,,,,London,John and Paul Knapton,1748,English,"A European man holding a walking stick walks toward three tents set in a clearing in the woods. Includes a goat [?], a dog, and other men.","Walter, Richard, 1716?-1785","A voyage round the world, in the years MDCCXL, I, II, III, IV. By George Anson ...",London,"Printed for the Author; By John and Paul Knapton, in Ludgate-Street",1748,"The archipelago of Juan Fernández islands of the coast of Chile are known primarily for being the home of the marooned sailor Alexander Selkirk who had been on William Dampier's expedition. In 1704, having doubts about the seaworthiness of the ship he was on, Selkirk asked to be left on Juan Fernandez Island, also known as Mas a Tierra, but now known as Isla Robinson Crusoe. His story is said to have inspired Defoe to write Robinson Crusoe. George Anson, first baron Anson, a commodore in the British Royal Navy, set sail on a circumnavigation in 1740. Anson's orders were to raid Spanish possessions along the South American coast and to disrupt their trade.",1701-1750,,,Acquired in 1961.,,"Artifacts, industry, and human activities",,,,Chile--Description and travel,,,,,,,
34066,34066-12,B748 U41r / 1-SIZE (copy 1),[Mount Capiro with tamandua and battle between mulatto and tiger],Moreno,,sculp.,,,,,,,Madrid,Antonio Marin,1748,Spanish,Landscape with view of Mount Capiro [Capira?] in present-day Panama. In the foreground are a tamandua and a mulatto fighting with a so-called tiger. Items are lettered for identification in key at bottom of image.,"Ulloa, Antonio de, 1716-1795","Relacion historica del viage a la America meridional ... Primera parte, Tomo primero.",Madrid,Por Antonio Marin,1748,"An account of the expedition sent by the French Académie Royale des Sciences in 1735 to measure a degree of the meridian at the equator. The participants included the Frenchmen, La Condamine, Godin, and Bouguer, and the Spaniards, Ulloa and Juan y Santaci",1701-1750,,,Acquired before 1871.,,Flora and fauna,,,,Tamandua--Panama,Panama--Description and travel,,,,,,
34066,34066-14,B748 U41r / 1-SIZE (copy 1),[River scene with boat and various birds],Moreno,,fecit,,,,,,,Madrid,Antonio Marin,1748,Spanish,"River scene with large dugout canoe or boat, a so-called swan, a heron, a macaw, a snake with two heads, and monkeys linking themselves together to cross the river.","Ulloa, Antonio de, 1716-1795","Relacion historica del viage a la America meridional ... Primera parte, Tomo primero.",Madrid,Por Antonio Marin,1748,"An account of the expedition sent by the French Académie Royale des Sciences in 1735 to measure a degree of the meridian at the equator. The participants included the Frenchmen, La Condamine, Godin, and Bouguer, and the Spaniards, Ulloa and Juan y Santaci",1701-1750,,,Acquired before 1871.,,Flora and fauna,,,,Chagres River (Panama)--Description and travel,,,,,,,
34066,34066-17,B748 U41r / 1-SIZE (copy 1),[Plants and animals of Ecuador],Moreno,,sculp.,,,,,,,Madrid,Antonio Marin,1748,Spanish,"Various plants and animals of Ecuador including the guava, avocado, chirimoyo, passion flower and fruit, llama, opossum, tapir, quinual tree, achupalla [a spiny terrestrial bromiliad found mainly in high, unforested areas], palo de luz [wood used to make","Ulloa, Antonio de, 1716-1795","Relacion historica del viage a la America meridional ... Primera parte, Tomo segundo.",Madrid,Por Antonio Marin,1748,"An account of the expedition sent by the French Académie Royale des Sciences in 1735 to measure a degree of the meridian at the equator. The participants included the Frenchmen, La Condamine, Godin, and Bouguer, and the Spaniards, Ulloa and Juan y Santaci",1701-1750,,,Acquired before 1871.,,Flora and fauna,,,,Natural history--Ecuador,,,,,,,
32896,32896-020,D748 W231v / 1-SIZE (copy 1),A Sea=Lion and Lioness.,,,,,,,,,,London,John and Paul Knapton,1748,English,"Sea lion, male and female, lie on a beach with seashells.","Walter, Richard, 1716?-1785","A voyage round the world, in the years MDCCXL, I, II, III, IV. By George Anson ...",London,"Printed for the Author; By John and Paul Knapton, in Ludgate-Street",1748,"These animals were observed around the Juan Fernández islands off the coast of Chile, perhaps the South American, southern or Patagonian sea lion (scientific name:Otaria flavescens). The archipelago of Juan Fernández Islands of the coast of Chile are known primarily for being the home of the marooned sailor Alexander Selkirk who had been on William Dampier's expedition. In 1704, having doubts about the seaworthiness of the ship he was on, Selkirk asked to be left on Juan Fernandez Island, also known as Mas a Tierra, but now known as Isla Robinson Crusoe. His story is said to have inspired Defoe to write Robinson Crusoe. George Anson, first baron Anson, a commodore in the British Royal Navy, set sail on a circumnavigation in 1740. Anson's orders were to raid Spanish possessions along the South American coast and to disrupt their trade.",1701-1750,,,Acquired in 1961.,,Flora and fauna,,,,Natural history--Chile,,,,,,,
7465,07465-2,C748 S985r,Monte Vidio,Silvestre Ferreira da Silva,fl. 1748,delin.,Olivarius Cor,,fecit,,,,Lisbon,Francisco Luiz Ameno,1748,Portuguese,"Plan of Montevideo in present-day Uruguay, a small fortified colony on the Rio de la Plata. Built environment includes fortifications, church, well, and dwellings. Also includes ship, pile of rocks, and compass rose. Items in the image are lettered and numbered for identification in text following the plan.","Silva, Silvestre Ferreira da, fl. 1748","Relacaõ do sitio, que o governador de Buenos Aires D. Miguel de Salcedo poz no anno de 1735 à praca da nova colonia do Sacramento, sendo governador da mesma praca Antonio Pedro de Vasconcellos",Lisbon,"Na officina de Francisco Luiz Ameno, impres. da Congregacaõ Camer. da S. Igreja de Lisboa",1748,The Spanish first built a fort on the site of Montevideo in 1726 to resist Portuguese expansion at Colonia del Sacramento on the Rio de la Plata. Identification of artist and engraver from Moraes.,1701-1750,"R. B. de Moraes. Bibliographia braziliana, 1983, 2:812.",,Acquired before 1874.,,"Geography, maps, city views and plans",,,,Montevideo (Uruguay)--Maps,,,,,,,
7465,07465-3,C748 S985r,Planta da Cidade de Buènus Ayres,Silvestre Ferreira da Silva,fl. 1748,delin.,Olivarius Cor,,fecit,,,,Lisbon,Francisco Luiz Ameno,1748,Portuguese,"View of Buenos Aires, in present-day Argentina. Built environment includes fortifications, dwellings, towers, ships, and churches. Items in the image are lettered and numbered for identification in text following the plan.","Silva, Silvestre Ferreira da, fl. 1748","Relacaõ do sitio, que o governador de Buenos Aires D. Miguel de Salcedo poz no anno de 1735 à praca da nova colonia do Sacramento, sendo governador da mesma praca Antonio Pedro de Vasconcellos",Lisbon,"Na officina de Francisco Luiz Ameno, impres. da Congregacaõ Camer. da S. Igreja de Lisboa",1748,"The Portuguese established the Sacramento colony (in existence from 1680 to 1828), now Colonia del Sacramento, on the east bank of the Rio de la Plata in present-day Uruguay, across from the Spanish town of Buenos Aires. Identification of artist and engraver from Moraes.",1701-1750,"Moraes, R.B. de. Bibliog. brasiliana (1983 ed.) p. 812","Schaeffer, D. Portuguese exploration, p. 52",Acquired before 1874.,,"Geography, maps, city views and plans",,,,Buenos Aires (Argentina)--Maps,,,,,,,
7822,07822-1,B748 T866a,Plan of the Town of Callao as it was before the Earthquake in 1746,B. Cole,,sculp.,,,,,,,London,T. Osborne,1748,English,"Plan of the town of Callao as it was before the earthquake of 1746. Includes profile of the town, as well as profile of the bastion or wall construction. Decorative cartouche includes military matériel such as cannons, shields, and musical instruments such as trumpets. Also includes scale and compass rose. Items in the image are lettered and numbered for identification in key at right.",,"[Individual, y verdadera relacion de la extrema ruyna que padeciò la Ciudad de los Reyes Lima. English] A true and particular relation of the dreadful earthquakes which happen'd at Lima ...",London,Printed for T. Osborne in Grey's Inn,1748,"Founded in 1537 and the harbor for Lima, Callao was completely destroyed in 1746 by the earthquake which damaged much of Lima.",1701-1750,,,Acquired before 1870.,,"Geography, maps, city views and plans",,,,Peru--Maps,,,,,,,
34066,34066-4,B748 U41r vol. 3 / 1-SIZE (copy 1),"Plano scenographico, dela ciud[a]d. delos Reyes, ò Lima capital delos Reynos del Perú ...",,,,,,,,,,Madrid,Antonio Marin,1748,Spanish,"Plan of Lima, Peru, showing fortifications of the city, buildings, dwellings, gardens, churches, monasteries, and squares. Also includes scales. Items in the image are numbered for identification in key at top right.","Ulloa, Antonio de, 1716-1795","Relacion historica del viage a la American meridional ... Segunda parte, Tomo tercero",Madrid,Por Antonio Marin,1748,"Lima was extensively rebuilt with wide streets, plazas, and elaborate churches after the devastating earthquake of 1746. Ulloa, Spanish general, explorer, astronomer, colonial administrator, and first Spanish governor of Louisiana, went to Peru as part of the French scientific expedition led by Pierre Bouguer which aimed to measure an arc of the meridian.",1701-1750,,,Acquired before 1871.,,"Geography, maps, city views and plans",,,,Lima (Peru)--Maps,,,,,,,
34066,34066-23,B748 U41r / 1-SIZE (copy 1),"El Puerto de el Callao, en el Mar Pacyfyco, que el sur: ...",Ioanes Moreno,,sculp.,,,,,,,Madrid,Antonio Marin,1748,Spanish,"Map of the port of Callao, Peru, and its bay. Cartographic elements include compass rose, topographical details, soundings, scales, and names of geographical features. Items are lettered for identification in key at right within image. Letter H represents","Ulloa, Antonio de, 1716-1795","Relacion historica del viage a la America meridional ... Segunda parte, Tomo tercero.",Madrid,Por Antonio Marin,1748,"Callao was and is the largest port in Peru. Founded in 1537, it was the main port for Spanish commerce in the Pacific, handling exports from Peru, Bolivia, and Argentina. In 1746, a tsunami caused by an earthquake destroyed it.",1701-1750,,,Acquired before 1871.,,"Geography, maps, city views and plans",,,,"Callao (Callao, Peru)",Callao Bay (Peru),Harbors--Peru,,,,,
34066,34066-24,B748 U41r / 1-SIZE (copy 1),Plano dela Isla d[e] Tra. de Juan Fernandez en el Mar del Sur ...,,,,,,,,,,Madrid,Antonio Marin,1748,Spanish,"Map of the island of Juan Fernandez. Cartographic elements include compass rose, scale, soundings, topographical details, and names of geographic locations.","Ulloa, Antonio de, 1716-1795","Relacion historica del viage a la America meridional ... Segunda parte, Tomo tercero.",Madrid,Por Antonio Marin,1748,"The Islands of Juan Fernandez, 400 miles west of Valparaiso, were discovered between 1563 and 1574 by a Spanish sailor who claimed them for Spain and himself. He tried to populate and provision the islands, but when his claim was refused by the Spanish go",1701-1750,,,Acquired before 1871.,,"Geography, maps, city views and plans",,,,Juan Fernandez Islands--Maps,,,,,,,
34066,34066-25,B748 U41r / 1-SIZE (copy 1),"Plano de la Bahia de la Concepcion, en las Costas del Mar del Sur: ...",Paulus Minguet,,sculp.,,,,,,,Madrid,Antonio Marin,1748,Spanish,"Chart of the harbor of Concepción in present-day Chile. Cartographic elements include soundings, compass rose, names of rivers, geographical features, and scale.","Ulloa, Antonio de, 1716-1795","Relacion historica del viage a la America meridional ... Segunda parte, Tomo tercero.",Madrid,Por Antonio Marin,1748,"Concepción was founded in 1550 by Pedro de Valdivia. It functioned as a military outpost on the border between Spanish controlled areas (the Viceroyalty of Peru) and areas controlled by the Mapuche (in Spanish, Araucanos). It was from here that the Spanis",1701-1750,,,Acquired before 1871.,,"Geography, maps, city views and plans",,,,"Concepción Bay (Biobío, Chile)",,,,,,,
34066,34066-16,B748 U41r / 1-SIZE (copy 1),Plano de la Ciud[a]d[e]. de S. Fran[cis]co. del Quito ...,Is. ã Palomo.,,sculpr. Regs. ... incidit,,,,,,,Madrid,Antonio Marin,1748,Spanish,"Plan of the city of Quito in present-day Ecuador. Cartographic elements include compass rose and meridian line, scale, topographical features, and locations of buildings and streets. Items are lettered and numbered for identification in key at right of im","Ulloa, Antonio de, 1716-1795","Relacion historica del viage a la America meridional ... Primera parte, Tomo primero.",Madrid,Por Antonio Marin,1748,"An account of the expedition sent by the French Académie Royale des Sciences in 1735 to measure a degree of the meridian at the equator. The participants included the Frenchmen, La Condamine, Godin, and Bouguer, and the Spaniards, Ulloa and Juan y Santaci",1701-1750,,,Acquired before 1871.,,"Geography, maps, city views and plans",,,,Ecuador--Description and travel,,,,,,,
34066,34066-18,B748 U41r / 1-SIZE (copy 1),Carta dela Meridiana medida en el Reyno de Quito ...,Is. ã Palomo.,,sculpr. Regs. ... incidit,,,,,,,Madrid,Antonio Marin,1748,Spanish,"Map showing the length of a degree of meridian at the equator near Quito, Ecuador. Cartographic elements include topographical details, scale, locations of settlements and churches. Cartouche includes native American man, woman, and child in front of a sm","Ulloa, Antonio de, 1716-1795","Relacion historica del viage a la America meridional ... Primera parte, Tomo segundo.",Madrid,Por Antonio Marin,1748,"An account of the expedition sent by the French Académie Royale des Sciences in 1735 to measure a degree of the meridian at the equator. The participants included the Frenchmen, La Condamine, Godin, and Bouguer, and the Spaniards, Ulloa and Juan y Santaci",1701-1750,,,Acquired before 1871.,,"Geography, maps, city views and plans",,,,Ecuador--Maps,Arc measures,,,,,,
34066,34066-27,B748 U41r / 1-SIZE (copy 1),"Plano de la entrada en el Golfo de Chiloè, y Puerto de Chacao, en las Costas del Mar del Sur ...",Paulus Minguet,,sculp.,,,,,,,Madrid,Antonio Marin,1748,Spanish,"Chart of present-day Chacao Strait, Chile. Cartographic elements include compass rose, soundings, scale, and names of geographical locations.","Ulloa, Antonio de, 1716-1795","Relacion historica del viage a la America meridional ... Segunda parte, Tomo tercero.",Madrid,Por Antonio Marin,1748,Chiloé Island is the second largest island in Chile (and South America). It is separated from the Chilean mainland by the Canal de Chacao. The inhabitants of the island were isolated from the mainland for about 200 years and developed a distinct culture o,1701-1750,,,Acquired before 1871.,,"Geography, maps, city views and plans",,,,Chiloé Island (Chile)--Maps,,,,,,,
34066,34066-28,B748 U41r / 1-SIZE (copy 1),Plano dela Ensenada y Puerto de Valparaiso en las costas del Mar del Sur.,Vicente de la Fuente,,fecit,,,,,,,Madrid,Antonio Marin,1748,Spanish,"Chart of the port of Valparaiso in present-day Chile. Cartographic elements include compass rose, scale, soundings, and names of geographical locations and rivers. Items are lettered for identification in key at bottom of image. Cartouche includes fish an","Ulloa, Antonio de, 1716-1795","Relacion historica del viage a la America meridional ... Segunda parte, Tomo tercero.",Madrid,Por Antonio Marin,1748,"Inhabited by the native American Changos, Valparaiso was first discovered by Europeans when Diego de Almagro sent a ship commanded by Juan de Saavedra to the area in 1536. The town remained small during the Spanish colonial period, growing only after Chil",1701-1750,,,Acquired before 1871.,,"Geography, maps, city views and plans",,,,Valparaíso Bay (Chile),Harbors--Chile,,,,,,
32896,32896-005,D748 W231v / 1-SIZE (copy 1),A view of the bay of St. Julian when Mount Wood bears W. S. W. 1/2 s. and the Port or rivers mouth S. W. distant ten miles.,,,,,,,,,,London,John and Paul Knapton,1748,English,View of Patagonia and Port St. Julian or Puerto San Julián in present-day Argentina. Includes ships. Items in the image are lettered with identification provided in text.,"Walter, Richard, 1716?-1785","A voyage round the world, in the years MDCCXL, I, II, III, IV. By George Anson ...",London,"Printed for the Author; By John and Paul Knapton, in Ludgate-Street",1748,"George Anson, first baron Anson, a commodore in the British Royal Navy, set sail on a circumnavigation in 1740. Anson's orders were to raid Spanish possessions along the South American coast and to disrupt their trade.",1701-1750,,,Acquired in 1961.,,"Geography, maps, city views and plans",,,,Patagonia (Argentina and Chile),,,,,,,
32896,32896-031,D748 W231v / 1-SIZE (copy 1),A View of the Entrance of Chequetan or Seguataneo bearing N. E. distant five Miles,Johann Sebastien Muller,,sculp.,,,,,,,London,John and Paul Knapton,1748,English,"View of Zihuatanejo, Mexico. Includes ships. Items in the image are lettered and identified in text.","Walter, Richard, 1716?-1785","A voyage round the world, in the years MDCCXL, I, II, III, IV. By George Anson ...",London,"Printed for the Author; By John and Paul Knapton, in Ludgate-Street",1748,"George Anson, first baron Anson, a commodore in the British Royal Navy, set sail on a circumnavigation in 1740. Anson's orders were to raid Spanish possessions along the South American coast and to disrupt their trade. Anson made a successful attack on Paita in November 1741.",1701-1750,,,Acquired in 1961.,,"Geography, maps, city views and plans",,,,Mexico--Description and travel,,,,,,,
32896,32896-033,D748 W231v / 1-SIZE (copy 1),A View of the Entrance of the Port of Acapulco,,,,,,,,,,London,John and Paul Knapton,1748,English,"View of Acapulco, Mexico. Includes ships. Items in the image are lettered and identified in text.","Walter, Richard, 1716?-1785","A voyage round the world, in the years MDCCXL, I, II, III, IV. By George Anson ...",London,"Printed for the Author; By John and Paul Knapton, in Ludgate-Street",1748,"George Anson, first baron Anson, a commodore in the British Royal Navy, set sail on a circumnavigation in 1740. Anson's orders were to raid Spanish possessions along the South American coast and to disrupt their trade. Anson made a successful attack on Paita in November 1741.",1701-1750,,,Acquired in 1961.,,"Geography, maps, city views and plans",,,,Mexico--Description and travel,,,,,,,
32896,32896-015,D748 W231v / 1-SIZE (copy 1),The east prospect of the Island of Juan Fernandes in the south sea.,,,,,,,,,,London,John and Paul Knapton,1748,English,"View of the east side of Juan Fernandez Island or present-day Isla Robinson Crusoe, Chile. Includes a ship. Items in the image are lettered and identified in text.","Walter, Richard, 1716?-1785","A voyage round the world, in the years MDCCXL, I, II, III, IV. By George Anson ...",London,"Printed for the Author; By John and Paul Knapton, in Ludgate-Street",1748,"The archipelago of Juan Fernández Islands of the coast of Chile are known primarily for being the home of the marooned sailor Alexander Selkirk who had been on William Dampier's expedition. In 1704, having doubts about the seaworthiness of the ship he was on, Selkirk asked to be left on Juan Fernandez Island, also known as Mas a Tierra, but now known as Isla Robinson Crusoe. His story is said to have inspired Defoe to write Robinson Crusoe. George Anson, first baron Anson, a commodore in the British Royal Navy, set sail on a circumnavigation in 1740. Anson's orders were to raid Spanish possessions along the South American coast and to disrupt their trade.",1701-1750,,,Acquired in 1961.,,"Geography, maps, city views and plans",,,,Chile--Description and travel,,,,,,,
32896,32896-016,D748 W231v / 1-SIZE (copy 1),A view of Cumberland Bay at the Island of Juan Fernandes,,,,,,,,,,London,John and Paul Knapton,1748,English,"View of a bay on Juan Fernandez Island or present-day Isla Robinson Crusoe, Chile. Includes a ships at anchor.","Walter, Richard, 1716?-1785","A voyage round the world, in the years MDCCXL, I, II, III, IV. By George Anson ...",London,"Printed for the Author; By John and Paul Knapton, in Ludgate-Street",1748,"The present-day village of San Juan Bautista is located on Cumberland Bay on Isla Robinson Crusoe. The archipelago of Juan Fernández islands of the coast of Chile are known primarily for being the home of the marooned sailor Alexander Selkirk who had been on William Dampier's expedition. In 1704, having doubts about the seaworthiness of the ship he was on, Selkirk asked to be left on Juan Fernandez Island, also known as Mas a Tierra, but now known as Isla Robinson Crusoe. His story is said to have inspired Defoe to write Robinson Crusoe. George Anson, first baron Anson, a commodore in the British Royal Navy, set sail on a circumnavigation in 1740. Anson's orders were to raid Spanish possessions along the South American coast and to disrupt their trade.",1701-1750,,,Acquired in 1961.,,"Geography, maps, city views and plans",,,,Chile--Description and travel,,,,,,,
32896,32896-011,D748 W231v / 1-SIZE (copy 1),A view of part of the N. E. side of Terra del Fuego and the entrance of streights Le Maire.,,,,,,,,,,London,John and Paul Knapton,1748,English,View of the entrance of the Estrecho de La Maire [or Le Maire Strait] and part of Tierra del Fuego. Includes ships. Items in the image are lettered with identification in the text.,"Walter, Richard, 1716?-1785","A voyage round the world, in the years MDCCXL, I, II, III, IV. By George Anson ...",London,"Printed for the Author; By John and Paul Knapton, in Ludgate-Street",1748,"George Anson, first baron Anson, a commodore in the British Royal Navy, set sail on a circumnavigation in 1740. Anson's orders were to raid Spanish possessions along the South American coast and to disrupt their trade.",1701-1750,,,Acquired in 1961.,,"Geography, maps, city views and plans",,,,"Magellan, Strait of (Chile and Argentina)",,,,,,,
32896,32896-023,D748 W231v / 1-SIZE (copy 1),A view of the west side of Massa-Fuero distant 4 miles,,,,,,,,,,London,John and Paul Knapton,1748,English,"View of the west side of Massa Fuero or the Isla Mas Afuera, now known as Isla Alejandro Selkirk, part of the Juan Fernandez islands off of the coast of Chile. Includes ship.","Walter, Richard, 1716?-1785","A voyage round the world, in the years MDCCXL, I, II, III, IV. By George Anson ...",London,"Printed for the Author; By John and Paul Knapton, in Ludgate-Street",1748,"The archipelago of Juan Fernández Islands of the coast of Chile are known primarily for being the home of the marooned sailor Alexander Selkirk who had been on William Dampier's expedition. In 1704, having doubts about the seaworthiness of the ship he was on, Selkirk asked to be left on Juan Fernandez Island, also known as Mas a Tierra, but now known as Isla Robinson Crusoe. His story is said to have inspired Defoe to write Robinson Crusoe. George Anson, first baron Anson, a commodore in the British Royal Navy, set sail on a circumnavigation in 1740. Anson's orders were to raid Spanish possessions along the South American coast and to disrupt their trade.",1701-1750,,,Acquired in 1961.,,"Geography, maps, city views and plans",,,,Chile--Description and travel,,,,,,,
32896,32896-010,D748 W231v / 1-SIZE (copy 1),Cape Virgin Mary at the north entrance of Magellans Streights.,,,,,,,,,,London,John and Paul Knapton,1748,English,"View of Cape Virgin Mary at the entrance to the Estrecho de Magellanes [or Strait of Magellan]. Includes ships and the cape is identified with the letter ""a.""","Walter, Richard, 1716?-1785","A voyage round the world, in the years MDCCXL, I, II, III, IV. By George Anson ...",London,"Printed for the Author; By John and Paul Knapton, in Ludgate-Street",1748,"George Anson, first baron Anson, a commodore in the British Royal Navy, set sail on a circumnavigation in 1740. Anson's orders were to raid Spanish possessions along the South American coast and to disrupt their trade.",1701-1750,,,Acquired in 1961.,,"Geography, maps, city views and plans",,,,"Magellan, Strait of (Chile and Argentina)",,,,,,,
32896,32896-013,D748 W231v / 1-SIZE (copy 1),The west prospect of Staten Island.,,,,,,,,,,London,John and Paul Knapton,1748,English,"View of the west side of Isla de los Estados or Staten Island, now part of present-day Argentina. Includes ships. Items in the image are lettered with identification in the text.","Walter, Richard, 1716?-1785","A voyage round the world, in the years MDCCXL, I, II, III, IV. By George Anson ...",London,"Printed for the Author; By John and Paul Knapton, in Ludgate-Street",1748,"George Anson, first baron Anson, a commodore in the British Royal Navy, set sail on a circumnavigation in 1740. Anson's orders were to raid Spanish possessions along the South American coast and to disrupt their trade.",1701-1750,,,Acquired in 1961.,,"Geography, maps, city views and plans",,,,"Magellan, Strait of (Chile and Argentina)",,,,,,,
32896,32896-022,D748 W231v / 1-SIZE (copy 1),A view of the north east side of Massa-Fuero lying in the latitude of 33°5': So.,Johann Sebastien Muller,,sculp.,,,,,,,London,John and Paul Knapton,1748,English,"View of the northeast side of Massa Fuero or the Isla Mas Afuera, now known as Isla Alejandro Selkirk, part of the Juan Fernandez islands off of the coast of Chile. Includes ships.","Walter, Richard, 1716?-1785","A voyage round the world, in the years MDCCXL, I, II, III, IV. By George Anson ...",London,"Printed for the Author; By John and Paul Knapton, in Ludgate-Street",1748,"The archipelago of Juan Fernández Islands of the coast of Chile are known primarily for being the home of the marooned sailor Alexander Selkirk who had been on William Dampier's expedition. In 1704, having doubts about the seaworthiness of the ship he was on, Selkirk asked to be left on Juan Fernandez Island, also known as Mas a Tierra, but now known as Isla Robinson Crusoe. His story is said to have inspired Defoe to write Robinson Crusoe. George Anson, first baron Anson, a commodore in the British Royal Navy, set sail on a circumnavigation in 1740. Anson's orders were to raid Spanish possessions along the South American coast and to disrupt their trade.",1701-1750,,,Acquired in 1961.,,"Geography, maps, city views and plans",,,,Chile--Description and travel,,,,,,,
32896,32896-012,D748 W231v / 1-SIZE (copy 1),A view of Streights Le Maire between Terra del Fuego and Staten Land.,,,,,,,,,,London,John and Paul Knapton,1748,English,"View of the Estrecho de La Maire [or Le Maire Strait] between Tierra del Fuego and Isla de los Estados or Staten Island, now part of present-day Argentina. Includes ships and a rain storm. Items in the image are lettered with identification in the text.","Walter, Richard, 1716?-1785","A voyage round the world, in the years MDCCXL, I, II, III, IV. By George Anson ...",London,"Printed for the Author; By John and Paul Knapton, in Ludgate-Street",1748,"George Anson, first baron Anson, a commodore in the British Royal Navy, set sail on a circumnavigation in 1740. Anson's orders were to raid Spanish possessions along the South American coast and to disrupt their trade.",1701-1750,,,Acquired in 1961.,,"Geography, maps, city views and plans",,,,"Magellan, Strait of (Chile and Argentina)",,,,,,,
32896,32896-029,D748 W231v / 1-SIZE (copy 1),[top] A View of the hill of Petaplan and the rocks called the White Friars: Bearing SEBE distant 5 miles; [bottom] A View of the islands of Quibo and Quicara,,,,,,,,,,London,John and Paul Knapton,1748,English,"[top] View of Petatlán in Mexico with a series of white rocks called the White Friars which mark its end. [bottom] View of the islands of Quibo or Isla Coiba and Quicara or Isla Jicaron, Mexico. Includes ships. Items in the image are lettered and identified in text.","Walter, Richard, 1716?-1785","A voyage round the world, in the years MDCCXL, I, II, III, IV. By George Anson ...",London,"Printed for the Author; By John and Paul Knapton, in Ludgate-Street",1748,"George Anson, first baron Anson, a commodore in the British Royal Navy, set sail on a circumnavigation in 1740. Anson's orders were to raid Spanish possessions along the South American coast and to disrupt their trade. Anson made a successful attack on Paita in November 1741.",1701-1750,,,Acquired in 1961.,,"Geography, maps, city views and plans",,,,Mexico--Description and travel,,,,,,,
32896,32896-008,D748 W231v / 1-SIZE (copy 1),"A Prospect of St. Julian's River, as it appears looking up the River at low Water",J. Mason,,aculp.,,,,,,,London,John and Paul Knapton,1748,English,"View of the harbor of Port St. Julian or Puerto San Julián in present-day Argentina, looking up the river. Includes a ship.","Walter, Richard, 1716?-1785","A voyage round the world, in the years MDCCXL, I, II, III, IV. By George Anson ...",London,"Printed for the Author; By John and Paul Knapton, in Ludgate-Street",1748,"George Anson, first baron Anson, a commodore in the British Royal Navy, set sail on a circumnavigation in 1740. Anson's orders were to raid Spanish possessions along the South American coast and to disrupt their trade.",1701-1750,,,Acquired in 1961.,,"Geography, maps, city views and plans",,,,Argentina--Description and travel,,,,,,,
32896,32896-009,D748 W231v / 1-SIZE (copy 1),"A Prospect of Port St. Julian, as it appears at low water, looking down the river, and extending from the island of True Justice to the rivers mouth.",,,,,,,,,,London,John and Paul Knapton,1748,English,"View of the harbor of Port St. Julian or Puerto San Julián in present-day Argentina, looking down the river. Includes ships.","Walter, Richard, 1716?-1785","A voyage round the world, in the years MDCCXL, I, II, III, IV. By George Anson ...",London,"Printed for the Author; By John and Paul Knapton, in Ludgate-Street",1748,"George Anson, first baron Anson, a commodore in the British Royal Navy, set sail on a circumnavigation in 1740. Anson's orders were to raid Spanish possessions along the South American coast and to disrupt their trade.",1701-1750,,,Acquired in 1961.,,"Geography, maps, city views and plans",,,,Argentina--Description and travel,,,,,,,
32896,32896-004,D748 W231v / 1-SIZE (copy 1),A view of the land of Patagonia a little to the northward of Port St. Julian,Johann Sebastien Muller,,,,,,,,,London,John and Paul Knapton,1748,English,View of Patagonia a few miles north of Port St. Julian or Puerto San Julián in present-day Argentina. Includes ships.,"Walter, Richard, 1716?-1785","A voyage round the world, in the years MDCCXL, I, II, III, IV. By George Anson ...",London,"Printed for the Author; By John and Paul Knapton, in Ludgate-Street",1748,"George Anson, first baron Anson, a commodore in the British Royal Navy, set sail on a circumnavigation in 1740. Anson's orders were to raid Spanish possessions along the South American coast and to disrupt their trade.",1701-1750,,,Acquired in 1961.,,"Geography, maps, city views and plans",,,,Patagonia (Argentina and Chile),,,,,,,
